Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,PersonalLoan
41,16,85,350,1,4.0,3,0,0,0,1,1,0
28,3,135,355,2,3.3,1,0,0,0,0,1,0
31,7,135,371,4,3.8,2,0,0,1,1,1,1
58,32,12,94,3,0.3,3,0,0,0,0,0,0
46,20,29,175,3,0.5,2,0,0,0,0,0,0
54,30,133,249,2,2.6,3,0,0,0,0,0,1
50,26,19,367,2,0.4,1,118,0,0,1,0,0
60,36,41,408,4,1.3,1,174,0,0,1,1,0
47,22,40,356,3,2.7,2,0,0,0,1,0,0
41,16,82,186,1,4.0,3,0,0,0,1,0,0
33,9,50,316,1,2.4,2,0,0,0,0,0,0
46,22,18,116,1,0.9,3,0,0,0,1,0,0
27,2,109,271,4,1.8,3,0,0,0,0,0,0
40,16,42,321,4,2.2,2,126,0,0,0,0,0
48,22,78,316,3,1.1,1,0,0,0,1,0,0
65,41,51,302,2,1.1,1,0,0,0,1,0,0
25,-1,113,314,4,2.3,3,0,0,0,0,1,0
55,30,118,47,4,5.6,2,0,0,0,1,0,1
35,10,29,292,4,1.1,3,0,0,0,1,0,0
43,19,34,316,3,0.6,2,0,0,0,0,0,0
60,34,64,334,2,1.7,3,236,1,0,1,0,0
65,39,121,190,1,2.0,1,0,0,0,0,0,0
38,12,48,431,4,0.2,3,0,0,0,1,0,0
41,15,80,387,1,5.2,1,0,0,0,0,0,0
54,28,161,160,1,2.9,1,0,0,0,1,0,0
49,23,94,183,1,0.3,1,0,0,0,1,0,0
66,41,15,115,3,0.1,3,0,0,0,1,0,0
48,23,74,286,1,1.2,1,0,0,0,1,0,0
61,36,30,352,3,1.3,2,0,0,0,0,0,0
53,23,44,257,3,1.0,3,198,0,0,1,1,0
43,18,22,434,2,0.3,2,0,0,0,1,0,0
56,32,38,250,4,1.3,1,166,0,0,1,1,0
24,0,35,360,3,0.1,2,0,1,0,1,0,0
43,17,69,214,4,2.9,1,0,0,0,1,1,0
42,18,43,141,1,0.7,1,136,0,0,0,0,0
33,7,32,410,1,0.6,3,166,0,0,1,0,0
43,17,49,331,1,2.8,1,0,0,0,1,0,0
41,14,9,96,3,1.0,2,0,0,0,0,0,0
62,38,45,310,4,1.3,2,0,0,0,1,0,0
40,15,82,125,3,1.0,1,309,0,0,0,0,0
58,34,92,210,2,2.8,1,103,0,0,0,0,0
39,14,39,181,3,0.5,3,0,0,0,1,0,0
65,40,81,138,3,1.8,2,0,0,0,1,0,0
54,29,35,220,1,1.5,2,0,0,0,1,0,0
58,33,61,221,2,2.3,3,193,0,0,1,0,0
41,16,73,197,3,3.0,1,0,0,0,1,0,0
32,7,112,315,1,4.6,1,366,0,0,0,0,0
54,29,12,24,2,0.2,3,0,0,0,1,0,0
52,26,38,115,3,0.9,3,0,0,0,1,0,0
58,32,73,325,2,0.7,2,0,0,0,1,1,0
37,13,84,166,1,3.6,2,0,1,0,0,0,0
39,15,78,160,4,2.4,1,118,0,0,1,0,0
60,35,80,90,3,0.5,1,0,0,0,1,0,0
31,5,115,150,2,1.3,1,101,0,0,1,1,0
34,8,82,196,1,2.7,2,251,0,0,1,0,0
38,14,74,173,2,0.0,1,0,1,0,1,0,0
41,16,70,167,3,0.5,3,0,0,0,0,1,0
28,4,81,368,3,1.5,1,276,0,0,1,0,0
58,34,149,262,4,7.2,2,0,0,1,1,1,1
31,1,51,73,2,1.75,3,0,0,0,0,0,0
30,4,39,40,3,1.1,2,0,0,0,1,0,0
53,29,98,391,3,1.8,2,0,0,0,0,0,0
58,33,45,232,4,2.1,1,0,0,0,1,1,0
59,32,49,391,4,2.5,2,0,0,0,1,0,0
49,25,128,397,2,0.4,1,0,0,0,0,0,0
59,34,42,375,3,1.5,1,0,1,1,0,1,0
59,35,18,249,1,1.2,3,0,0,0,1,0,0
51,25,31,40,2,0.4,3,161,0,0,1,1,0
35,11,58,452,3,2.0,1,149,0,0,1,1,0
33,9,48,123,1,2.1,3,0,0,0,0,1,0
25,1,54,302,4,1.6,1,0,0,0,1,1,0
49,23,70,149,2,1.5,2,0,0,0,0,0,0
59,35,124,2,1,7.4,1,0,0,0,0,1,0
46,19,84,290,1,2.67,2,0,0,0,1,1,0
50,25,83,331,4,3.6,3,188,0,0,1,0,0
52,28,163,108,2,0.4,1,116,0,0,1,0,0
48,22,42,269,3,2.2,2,0,0,0,0,0,0
46,22,118,293,2,7.5,1,0,0,1,1,1,0
26,0,132,222,3,6.5,3,0,0,0,0,1,1
57,32,24,246,1,1.3,1,0,0,0,1,1,0
60,36,22,335,2,1.0,1,0,1,1,1,1,0
54,29,58,190,4,1.3,3,0,0,0,0,0,0
24,0,60,347,4,1.6,1,0,0,0,1,0,0
26,0,15,167,4,0.4,1,0,0,0,0,1,0
41,17,83,277,4,2.67,1,0,0,0,1,1,0
32,6,79,367,2,1.5,3,0,0,0,1,1,0
61,35,41,332,4,1.7,2,0,1,0,1,0,0
29,0,134,445,4,6.5,3,0,0,0,0,0,1
61,35,80,396,2,2.8,1,0,0,0,1,0,0
38,12,52,17,1,2.0,1,0,0,0,0,0,0
28,4,70,86,4,2.6,1,0,0,0,1,0,0
53,27,92,402,2,1.1,1,0,1,0,0,0,0
27,1,43,362,1,1.5,1,0,0,0,1,0,0
25,1,21,450,3,1.0,2,0,0,0,0,0,0
33,9,23,316,3,0.9,3,0,0,0,1,1,0
50,26,13,94,4,1.0,1,0,0,0,1,0,0
27,1,112,55,4,2.1,3,0,0,0,0,1,0
27,1,138,41,2,2.0,1,0,0,0,1,0,0
52,28,11,443,3,0.4,1,0,1,0,0,0,0
38,13,171,214,2,7.8,1,0,0,0,1,0,0
58,34,42,35,4,1.5,1,0,0,0,1,1,0
42,17,168,426,2,7.9,2,0,0,0,1,0,1
45,20,85,115,4,1.1,2,0,1,0,1,0,0
52,25,44,245,3,1.0,2,135,0,0,1,0,0
29,3,65,309,4,1.8,2,244,0,0,0,0,0
53,29,24,444,4,0.2,1,0,0,0,1,1,0
62,37,11,133,1,0.1,1,0,0,0,1,0,0
51,27,38,51,2,1.0,3,164,0,0,1,0,0
36,12,10,256,4,0.7,2,81,0,0,0,0,0
24,0,135,407,1,1.5,1,0,0,0,1,0,0
29,3,148,171,3,4.1,1,0,0,0,1,0,1
52,26,63,214,2,1.5,2,0,1,0,1,0,0
39,14,115,94,1,1.0,3,0,0,0,1,0,0
48,23,45,430,1,0.3,1,0,0,0,1,1,0
46,21,159,316,3,1.9,3,315,0,0,1,0,1
64,40,169,94,2,2.1,1,122,0,0,1,0,0
55,29,112,281,2,1.4,1,0,0,0,1,0,0
60,36,93,188,1,4.3,1,0,0,0,1,0,0
51,25,29,52,1,0.3,3,140,0,0,0,0,0
50,23,85,161,1,2.67,2,0,0,0,1,0,0
48,24,21,247,4,0.6,1,0,0,0,1,1,0
53,29,144,209,2,6.8,1,0,0,0,1,0,0
34,10,13,342,4,1.0,1,95,1,0,1,0,0
48,24,165,253,1,5.0,1,0,0,0,0,1,0
55,31,9,100,4,0.7,1,89,0,0,1,0,0
27,3,59,305,4,0.0,1,90,1,0,1,0,0
36,11,158,168,1,5.1,3,0,0,1,1,1,1
32,6,29,101,1,1.9,3,0,0,0,1,1,0
35,9,20,353,2,1.4,3,0,0,0,1,1,0
30,3,68,317,4,2.0,2,0,0,0,1,0,0
58,34,65,437,4,2.2,1,0,0,0,1,0,0
56,31,61,465,2,1.9,2,105,0,0,0,0,0
38,12,91,430,4,1.4,2,100,0,0,0,1,0
49,25,31,101,1,1.0,1,0,1,0,1,0,0
34,10,71,300,4,0.1,2,0,0,0,0,0,0
40,16,73,296,4,2.67,1,0,0,0,1,1,0
64,39,172,363,4,3.1,1,282,0,1,1,1,1
51,26,20,167,2,0.0,1,0,0,0,0,0,0
44,18,55,367,1,0.2,1,0,0,0,0,0,0
46,22,69,109,2,1.7,1,209,0,0,0,0,0
57,33,155,95,1,7.4,1,0,0,0,1,0,0
54,28,94,49,1,1.9,2,0,0,0,0,0,0
38,14,92,444,2,0.0,1,249,0,0,1,1,0
27,3,125,428,2,0.6,1,0,0,0,0,0,0
39,14,74,316,3,3.0,1,0,0,0,0,0,0
44,20,72,218,3,0.3,3,0,0,0,1,0,0
56,30,61,363,1,2.2,3,0,0,0,1,1,0
32,6,25,166,2,0.3,1,0,0,0,0,1,0
45,19,83,395,2,1.7,2,0,0,0,1,0,0
26,2,104,317,3,2.5,1,0,0,0,0,0,0
55,25,41,387,3,1.0,3,0,0,0,1,0,0
52,27,58,316,4,1.8,3,91,0,0,0,0,0
39,13,93,367,1,1.5,3,0,0,0,0,1,0
24,-1,39,287,2,1.7,2,0,0,0,0,0,0
47,23,148,335,2,7.5,1,0,0,1,1,1,0
47,22,53,205,4,1.9,3,98,1,1,0,1,0
48,24,71,246,2,1.7,1,145,0,0,0,1,0
47,22,92,367,1,2.8,2,0,0,0,1,0,0
35,10,61,315,4,2.1,3,0,0,0,1,0,0
46,19,38,304,3,2.5,2,135,0,0,0,0,0
62,37,58,94,4,1.7,1,0,0,0,1,0,0
26,1,80,430,1,0.8,2,150,0,0,0,0,0
38,8,71,367,4,1.8,3,0,0,0,1,0,0
43,18,89,253,3,0.5,3,0,0,0,1,1,0
62,38,83,188,1,1.8,3,0,0,0,1,0,0
57,32,28,452,3,0.2,1,0,0,0,1,1,0
28,3,52,298,4,1.7,2,0,0,0,0,0,0
51,26,70,34,1,1.2,1,169,0,0,0,0,0
48,22,71,115,1,1.4,3,0,0,0,0,1,0
41,16,75,271,1,3.7,3,280,0,0,0,0,0
65,39,170,35,3,7.9,3,99,0,1,1,0,1
41,17,78,277,4,0.8,1,78,0,0,1,0,0
35,11,25,191,2,1.0,2,0,0,0,0,0,0
38,14,60,277,2,0.6,3,0,0,0,1,1,0
53,29,120,193,4,2.7,2,111,1,1,1,0,1
55,29,99,160,2,1.4,1,264,0,0,1,1,0
26,1,55,34,3,2.6,3,113,0,0,0,1,0
30,6,29,316,3,1.0,2,117,0,0,0,0,0
54,28,170,173,2,6.2,2,325,0,0,1,0,1
65,40,53,115,3,2.2,1,0,0,0,0,1,0
47,21,138,343,1,0.0,1,0,0,0,0,0,0
65,41,134,133,3,3.9,3,121,0,0,1,0,1
66,40,42,152,2,0.7,3,138,0,0,0,1,0
26,0,99,209,4,2.3,3,0,0,0,0,1,0
66,41,18,206,3,0.5,1,0,0,0,0,1,0
35,9,24,437,4,0.3,1,0,0,0,1,0,0
56,30,55,293,1,1.4,1,77,0,0,1,0,0
51,27,58,185,1,0.0,1,0,0,0,0,1,0
42,16,111,241,2,1.2,3,251,0,0,1,0,1
49,23,33,40,1,0.3,3,0,0,1,1,1,0
27,1,74,160,4,1.8,2,112,0,0,1,1,0
45,19,38,73,2,0.7,1,0,0,0,0,0,0
49,23,23,316,4,0.6,3,98,1,0,0,0,0
63,38,61,367,2,1.5,1,0,0,0,1,0,0
47,22,81,56,1,2.9,1,138,0,0,0,0,0
64,39,129,270,1,2.5,1,0,0,0,1,0,0
43,13,33,393,1,0.75,3,0,0,0,0,0,0
60,36,63,283,4,2.2,1,0,0,0,1,0,0
40,14,70,374,4,1.4,2,0,0,0,1,0,0
29,3,45,389,4,0.2,1,158,0,0,1,1,0
41,16,65,35,3,0.5,3,0,0,0,1,0,0
30,5,74,430,4,2.2,1,0,1,0,0,1,0
49,24,50,362,4,1.8,3,0,1,0,0,0,0
30,5,22,25,4,0.5,3,109,0,0,1,0,0
29,2,30,164,4,1.0,3,0,0,0,0,0,0
50,26,21,86,4,1.0,1,0,0,0,1,0,0
39,14,155,342,2,3.9,1,0,0,0,1,0,0
33,8,64,160,4,2.1,3,164,0,0,1,0,0
57,31,65,303,4,2.6,3,0,0,0,0,1,0
34,9,71,115,4,0.7,3,0,0,0,1,0,0
61,36,40,12,3,0.5,2,0,1,0,1,0,0
44,19,69,217,3,0.5,3,0,0,0,1,0,0
40,13,69,316,3,2.33,2,0,0,0,0,0,0
51,25,45,370,3,0.6,2,131,0,0,1,0,0
37,12,62,156,3,0.7,2,0,0,0,0,1,0
44,19,172,317,2,4.3,3,391,1,1,1,0,1
42,15,24,160,3,1.0,2,0,0,0,1,1,0
51,25,80,182,1,4.9,1,0,0,0,0,0,0
43,16,8,34,3,0.67,2,88,0,0,1,0,0
30,5,38,331,4,0.8,1,129,0,0,1,1,0
45,19,93,35,4,2.6,3,0,0,0,0,0,0
35,9,55,328,1,2.0,1,0,0,0,1,0,0
60,34,64,315,2,1.7,3,0,0,0,0,1,0
34,9,122,60,1,0.0,1,0,0,0,1,0,0
55,25,70,262,3,1.4,3,0,0,0,1,0,0
43,19,81,147,2,3.2,1,0,0,0,0,0,0
41,15,159,24,1,5.5,3,0,0,1,1,0,1
34,9,70,224,4,1.3,1,0,1,0,0,0,0
65,39,150,159,2,6.9,1,196,0,0,0,0,0
45,21,152,334,2,7.5,1,0,0,0,1,0,0
49,25,195,429,4,3.0,1,617,0,0,0,0,1
48,23,22,68,1,0.1,1,0,0,0,0,0,0
60,35,22,89,1,1.3,1,123,0,0,1,0,0
55,29,79,182,3,0.8,1,0,0,0,1,1,0
42,18,33,51,1,1.4,3,0,0,0,1,0,0
32,8,128,367,2,4.33,1,0,0,1,1,1,0
62,38,91,456,1,3.8,1,0,1,0,1,0,0
57,32,39,47,4,0.9,1,0,0,0,1,1,0
52,26,121,334,1,7.3,1,167,0,0,1,0,0
36,6,21,117,1,0.67,3,0,1,0,1,0,0
34,9,41,262,3,2.3,1,0,0,0,0,1,0
63,37,45,254,2,0.7,3,0,0,0,1,0,0
24,-2,51,61,3,0.3,3,0,0,0,1,0,0
57,31,165,397,1,1.6,2,0,0,0,1,0,1
40,16,119,97,2,4.2,2,0,0,0,1,0,1
27,2,110,434,4,1.8,3,190,0,0,1,0,0
65,39,20,15,3,0.7,2,0,0,0,0,1,0
60,34,64,43,1,0.8,2,248,0,0,0,0,0
44,20,101,214,3,4.4,2,82,0,0,0,0,1
63,39,101,135,1,3.9,1,0,1,1,1,0,1
59,34,99,15,1,4.4,1,0,0,0,0,0,1
56,30,158,34,4,6.1,1,0,0,0,0,0,1
54,28,89,393,1,1.9,2,0,0,0,1,1,0
52,27,80,430,1,1.3,3,0,0,1,1,1,0
58,32,114,96,2,2.0,1,402,0,0,1,0,0
60,35,49,296,3,0.5,2,0,0,0,1,1,0
28,4,191,27,1,6.33,1,0,0,0,1,0,0
54,30,78,183,4,1.0,2,0,0,0,1,0,0
32,6,28,300,3,1.0,1,0,0,0,0,0,0
59,33,42,433,1,0.8,2,0,0,0,1,0,0
63,38,140,185,1,2.5,1,0,0,0,0,0,0
48,23,45,396,1,1.3,2,0,0,0,1,0,0
56,32,122,450,2,0.3,1,360,0,1,1,1,0
36,12,65,395,3,2.6,2,0,0,0,1,0,0
57,27,68,302,1,1.4,3,0,0,0,1,0,0
29,3,153,260,2,2.0,1,392,0,0,0,0,0
39,13,89,156,4,1.4,2,0,0,0,0,0,0
59,34,91,256,1,2.6,1,0,0,0,1,1,0
31,6,55,142,4,2.0,2,185,0,0,1,0,0
43,19,118,92,2,3.3,1,0,0,0,0,1,0
35,5,22,253,1,0.67,3,103,0,0,0,0,0
54,24,63,189,3,1.4,3,138,0,0,1,1,0
51,27,12,174,4,0.5,2,78,1,0,1,0,0
44,19,50,69,3,2.7,2,0,0,0,1,0,0
25,0,43,316,2,1.6,3,0,1,1,1,1,0
40,15,173,398,4,6.6,1,0,0,1,1,1,1
26,2,60,253,2,3.0,1,132,0,0,0,0,1
39,14,113,312,1,1.0,3,0,1,0,1,0,0
28,4,155,173,4,5.3,2,0,0,0,1,0,1
52,28,91,207,4,1.0,2,0,0,0,0,1,0
53,29,55,444,4,1.1,2,0,0,0,1,0,0
44,20,173,47,2,1.4,1,419,0,0,1,0,0
43,19,71,151,3,0.3,3,0,0,0,0,1,0
56,30,24,360,2,0.4,3,88,0,0,0,0,0
38,14,42,354,1,2.0,2,81,0,0,1,0,0
30,6,141,330,2,4.33,1,0,0,0,1,0,0
32,6,32,241,1,1.9,3,0,0,0,1,0,0
35,10,55,330,4,1.3,1,0,0,0,0,0,0
43,19,153,42,2,7.5,1,0,0,0,1,0,0
58,32,113,345,2,1.4,1,270,0,0,0,1,0
25,0,30,206,2,1.7,2,0,0,0,0,0,0
54,24,29,139,3,1.0,3,148,0,0,0,1,0
57,32,174,34,1,6.8,2,466,0,0,1,0,1
50,24,35,214,1,0.3,3,0,0,0,1,0,0
32,8,98,397,2,2.0,2,175,0,0,1,0,0
63,37,30,143,2,1.0,3,159,0,0,1,0,0
31,6,58,395,2,2.5,1,0,0,0,0,1,0
36,12,25,151,4,1.0,1,147,0,0,0,0,0
58,34,19,140,4,0.7,1,0,0,0,0,0,0
56,30,44,240,4,0.7,2,174,0,0,1,0,0
49,25,20,49,4,1.0,1,111,0,0,1,1,0
30,5,98,132,2,3.1,1,220,0,0,1,0,0
33,7,90,179,3,1.6,1,0,0,0,1,0,0
45,21,61,315,3,0.7,1,0,0,0,0,0,0
30,5,40,319,4,2.0,2,0,0,0,1,0,0
47,23,38,357,2,2.1,3,0,0,0,0,0,0
25,0,28,149,2,1.7,2,0,0,0,0,0,0
63,33,34,316,1,1.5,3,0,0,0,1,1,0
55,29,73,430,2,2.3,3,0,0,0,1,1,0
65,41,133,372,4,2.0,1,0,0,0,0,1,1
44,18,53,352,1,0.2,1,0,0,0,1,0,0
51,25,21,0,4,0.6,3,0,0,0,1,1,0
35,9,40,267,3,0.9,1,0,0,0,1,0,0
30,5,41,395,4,1.7,2,0,0,0,1,0,0
31,5,82,425,4,1.8,2,0,0,0,1,0,0
54,30,100,441,4,3.4,3,0,0,0,0,0,1
45,20,155,8,1,7.0,1,0,0,0,1,1,0
45,19,45,188,1,0.2,1,0,0,0,1,0,0
58,32,9,286,3,0.3,3,0,0,0,0,1,0
54,29,48,113,4,1.8,3,0,0,0,1,0,0
53,28,18,35,4,0.1,3,109,1,1,1,1,0
33,9,80,93,4,3.4,1,0,0,0,1,1,0
60,35,64,323,2,2.8,1,0,0,0,0,0,0
50,24,29,235,4,0.1,1,0,0,0,0,0,0
26,2,48,55,3,0.7,2,0,0,0,1,0,0
54,30,23,352,2,0.4,1,0,0,0,0,0,0
28,3,84,8,4,0.2,1,0,0,0,1,1,0
36,10,179,331,3,6.6,1,0,0,0,1,0,1
29,2,30,437,4,1.5,2,112,0,0,0,1,0
54,28,93,109,1,4.9,1,133,0,1,1,1,0
55,30,39,197,2,1.9,2,0,0,0,0,0,0
61,36,60,225,3,0.5,2,182,0,0,0,0,0
36,11,133,40,1,3.8,1,290,1,1,1,1,0
45,19,125,181,1,2.4,1,0,0,0,0,0,0
64,40,58,254,1,1.8,3,0,0,0,1,0,0
60,36,89,118,2,2.8,1,0,0,0,1,0,0
49,22,82,7,1,2.67,2,125,0,0,1,0,0
47,23,110,297,2,3.3,1,0,0,0,1,1,0
60,36,54,173,4,2.3,3,0,1,0,0,0,0
45,20,89,250,4,1.9,3,0,0,0,1,0,0
32,7,42,185,3,2.3,1,0,0,0,1,0,0
52,28,41,318,3,1.9,2,0,0,0,0,1,0
35,8,38,241,4,1.0,2,124,0,0,1,0,0
40,15,85,315,2,0.4,1,0,0,0,1,0,0
53,29,83,32,4,1.0,2,0,0,0,1,0,0
27,0,33,34,4,1.0,3,0,0,0,0,0,0
58,33,50,321,4,2.1,1,0,0,0,0,1,0
47,22,58,240,4,3.6,3,0,0,0,1,1,0
28,3,115,178,4,3.1,2,0,0,0,0,0,1
46,20,145,106,2,6.3,1,0,1,1,1,0,0
43,19,161,430,2,7.5,1,0,0,0,0,0,0
56,30,38,140,1,0.2,1,0,0,0,0,0,0
28,3,28,57,4,0.8,1,0,0,0,1,0,0
42,18,75,173,3,2.33,1,0,0,0,0,1,0
32,7,35,188,3,1.3,1,116,0,0,0,1,0
62,38,24,367,2,1.0,1,116,0,0,0,1,0
37,13,78,381,4,0.1,2,0,0,0,1,0,0
51,26,113,288,1,1.3,3,161,0,0,1,0,0
39,13,75,316,3,2.1,1,224,0,0,1,0,0
43,17,91,93,1,5.7,1,0,0,0,1,0,0
52,28,31,96,4,0.2,1,141,0,0,1,1,0
30,6,45,445,1,1.8,2,0,0,0,1,0,0
52,26,80,365,3,0.8,1,0,0,0,0,0,0
61,35,50,161,3,1.4,3,112,0,0,1,0,0
36,9,31,449,4,1.0,2,0,1,0,1,0,0
58,32,113,267,2,3.8,2,119,0,1,1,1,1
47,23,29,315,4,0.6,1,0,0,0,1,0,0
64,39,59,193,2,1.5,1,139,0,0,1,0,0
52,27,43,257,1,1.3,2,0,1,0,1,0,0
58,28,122,410,1,3.0,3,115,0,0,1,0,1
48,24,29,58,1,1.0,1,0,0,0,0,0,0
64,40,91,241,2,0.0,3,0,0,0,1,1,0
58,32,65,345,3,2.2,3,0,0,0,1,0,0
47,23,22,243,1,1.0,1,0,0,0,0,1,0
49,23,71,408,1,1.4,3,0,0,0,0,0,0
31,4,60,344,4,2.0,2,0,0,0,1,1,0
61,37,60,112,3,2.0,3,0,0,0,1,0,0
51,25,69,437,1,0.3,1,0,0,0,1,1,0
28,-2,48,309,2,1.75,3,89,0,0,1,0,0
39,13,21,275,3,0.2,2,0,0,0,0,0,0
54,28,53,155,4,2.8,2,0,1,0,0,0,0
50,24,29,296,3,0.9,3,0,0,0,0,0,0
30,4,60,83,4,2.2,2,0,0,0,1,0,0
64,39,42,146,3,0.5,2,116,0,0,1,0,0
29,3,69,314,3,0.3,3,0,0,0,0,0,0
48,24,20,454,1,1.0,1,0,0,0,1,1,0
35,10,200,83,2,3.0,1,458,0,0,0,0,0
60,36,141,47,2,2.1,1,0,0,0,1,1,0
55,30,81,162,2,3.7,1,0,1,0,0,0,0
29,4,183,108,3,8.3,3,0,0,0,1,0,1
48,22,149,375,2,5.5,2,0,1,1,1,0,1
43,19,83,316,4,3.6,3,0,0,0,0,1,1
66,42,35,316,1,1.9,2,172,0,0,1,0,0
25,0,13,98,2,0.9,3,0,0,0,1,0,0
45,20,39,39,1,2.4,1,0,0,0,0,1,0
34,10,21,195,1,0.5,3,0,0,0,1,0,0
48,23,10,353,2,0.7,3,0,0,0,1,1,0
32,6,84,74,4,1.8,2,0,0,0,0,0,0
50,24,30,122,4,0.1,1,161,0,0,1,1,0
43,19,31,2,4,0.3,1,156,0,0,1,0,0
64,39,182,269,1,1.2,2,547,0,0,1,0,1
60,34,114,11,2,6.9,1,0,0,0,1,0,0
43,19,152,136,3,6.1,2,0,0,0,0,0,1
60,34,53,214,1,0.8,2,0,1,0,0,1,0
64,39,24,401,4,0.4,2,78,0,0,1,0,0
44,20,150,398,2,3.3,1,0,0,0,0,1,0
60,36,132,169,2,6.0,1,470,0,0,1,1,0
54,29,68,381,3,1.6,3,0,0,0,1,1,0
33,9,53,283,1,1.2,1,0,0,0,0,1,0
56,32,173,275,1,4.6,2,88,0,1,1,0,1
29,5,30,35,3,1.0,2,0,0,0,0,0,0
25,1,113,389,2,0.2,1,0,0,0,1,1,0
60,34,15,387,1,0.8,2,0,0,0,1,0,0
55,30,84,171,2,3.7,1,304,1,0,1,0,0
39,13,88,302,4,1.4,2,0,0,0,1,1,0
37,13,43,304,3,2.8,1,0,0,0,1,0,0
53,28,43,106,2,2.1,3,0,0,1,1,1,0
34,10,90,314,2,2.7,1,0,0,0,1,0,0
42,18,34,157,4,0.3,1,104,1,0,1,0,0
60,36,38,347,4,1.3,1,0,0,0,1,0,0
50,24,173,367,1,1.0,1,0,0,0,1,1,0
41,17,160,197,2,8.0,1,0,0,0,1,0,0
