Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,PersonalLoan
43,26,45,151.10074043900542,1,2.4930156653525306,3,0,0,0,0,1,0
54,26,81,297.91853049517374,1,3.60824228654075,3,0,0,0,0,0,0
43,17,81,338.4241200889943,2,2.493015665510594,2,0,0,0,1,1,1
39,22,45,297.91853049517374,1,0.8223065208228394,3,0,0,0,1,0,0
39,22,26,151.10074043900542,1,0.8223065208799224,3,0,0,1,1,1,0
30,5,45,297.91853049517374,4,1.6724294379772775,3,0,0,0,1,0,0
43,23,45,297.91853049517374,1,0.8223065208190502,3,0,0,1,1,1,0
43,22,114,151.10074043900542,1,6.364588438196639,1,0,0,0,0,0,0
39,22,45,338.4241200889943,2,0.8223065208849509,2,0,1,0,0,0,0
30,12,45,297.91853049517374,1,0.822306520818833,3,0,0,0,0,0,0
39,22,45,297.91853049517374,1,0.8223065208196534,3,0,0,0,1,1,0
51,17,45,338.4241200889943,3,0.8223065208188451,2,0,1,0,1,0,0
43,22,167,36.92369889145156,1,6.364588438189673,1,283,0,0,0,0,0
43,12,81,297.91853049517374,3,0.8223065344004924,2,0,0,0,1,0,0
30,12,45,297.91853049517374,1,1.6724294379774913,3,0,0,0,1,0,0
30,12,45,338.4241200889943,1,0.822306520818833,3,0,0,0,0,0,0
43,12,81,338.4241200889943,1,2.493015665352419,1,0,1,0,0,0,0
51,26,81,338.4241200889943,3,0.8223065208402814,2,0,1,0,1,0,0
30,12,45,297.91853049517374,3,1.6724294379772764,3,0,0,0,0,0,0
39,12,45,297.91853049517374,1,2.493015665352419,1,0,0,0,0,0,0
43,17,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,1,0
30,12,81,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
30,17,45,297.91853049517374,1,1.672429437977272,3,0,0,0,1,0,0
39,44,81,297.91853049517374,1,0.8223065267490188,3,283,0,1,1,1,0
43,12,81,338.4241200889943,1,2.4930156653524205,1,0,0,0,0,0,0
43,22,45,297.91853049517374,1,1.6724294379772717,1,0,0,0,0,0,0
51,26,167,297.91853049517374,2,6.364588438382466,1,0,0,0,0,0,1
39,22,26,297.91853049517374,1,0.8223065208189436,3,0,0,0,1,1,0
39,22,45,338.4241200889943,3,0.8223065208223167,3,0,1,0,0,0,0
43,12,81,338.4241200889943,1,2.4930156653524196,1,0,0,0,0,0,0
51,26,81,151.10074043900542,1,2.49301566535243,1,0,1,0,0,1,0
51,17,81,36.92369889145156,2,0.8223065208188396,2,0,1,1,1,1,0
54,36,81,297.91853049517374,1,2.493015665382128,1,0,0,0,0,0,0
43,12,114,417.13865888278247,3,0.2977110748362248,2,199,0,0,1,0,0
30,12,45,338.4241200889943,3,1.6724294379773363,1,0,0,0,1,0,0
30,17,45,297.91853049517374,3,1.6724294379772857,3,0,0,0,1,0,0
39,17,45,338.4241200889943,3,0.822306521200536,1,0,0,0,1,0,0
51,17,81,338.4241200889943,3,0.8223065208188373,2,0,1,0,1,0,0
30,12,81,297.91853049517374,1,1.6724294379774487,3,0,0,0,1,0,0
43,12,114,36.92369889145156,1,3.6082422857783967,1,283,0,0,0,0,0
43,12,81,338.4241200889943,3,2.4930156654829094,2,0,0,0,1,0,0
30,12,45,338.4241200889943,2,1.6724294379791624,3,0,0,0,0,0,0
43,17,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,1,0
39,12,45,338.4241200889943,4,2.493015665352453,3,0,0,0,1,1,0
43,26,45,151.10074043900542,1,2.4930156653524285,3,0,0,1,0,1,0
43,12,45,297.91853049517374,1,0.8223065212433317,1,197,0,1,1,1,0
30,12,45,338.4241200889943,4,1.6724294379774174,3,0,0,0,1,1,0
43,22,114,417.13865888278247,1,3.6082423740376184,3,286,0,0,1,0,0
39,22,45,297.91853049517374,2,0.8223065258532811,2,0,1,0,1,0,0
30,12,81,297.91853049517374,3,2.493015665365289,2,0,0,0,1,1,0
39,12,81,338.4241200889943,3,2.493015685625019,2,0,0,0,1,0,0
30,12,45,338.4241200889943,4,1.6724294379772893,3,0,0,0,1,0,0
43,22,81,338.4241200889943,3,3.608242285933715,2,0,0,0,1,1,1
43,12,81,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
54,26,114,297.91853049517374,1,3.608242292708912,3,285,0,0,0,0,1
30,12,45,338.4241200889943,1,0.822306520818833,3,0,0,0,0,0,0
43,22,114,338.4241200889943,3,2.4930156654044056,2,0,0,0,1,1,0
54,36,45,297.91853049517374,4,2.493016137695001,3,197,0,0,0,0,0
51,17,45,297.91853049517374,3,0.8223065208188459,2,0,1,0,1,0,0
39,12,81,338.4241200889943,3,2.4930156698072814,2,0,0,0,1,0,0
43,22,81,338.4241200889943,1,3.6082422863275316,3,0,1,0,0,0,0
39,22,45,338.4241200889943,1,0.8223065208188333,3,0,0,0,0,0,0
30,17,45,297.91853049517374,1,1.672429437977276,1,0,0,0,1,1,0
43,22,26,151.10074043900542,1,0.8223065208264123,3,0,0,1,1,1,0
43,12,81,36.92369889145156,3,3.608242285788307,2,0,0,1,1,1,0
30,5,26,297.91853049517374,3,0.822306520818833,3,0,0,0,0,0,0
39,12,45,297.91853049517374,3,2.4930156915520088,2,0,0,0,1,0,0
54,31,81,297.91853049517374,1,2.4930157134209514,1,197,0,0,0,0,0
43,12,81,36.92369889145156,3,2.4930156698962893,2,0,0,1,1,1,0
30,12,45,297.91853049517374,1,0.822306520818833,1,0,0,0,0,0,0
54,22,81,338.4241200889943,1,3.6082422858551912,3,0,1,0,0,0,0
30,12,45,338.4241200889943,4,2.49301566535247,3,0,0,0,1,1,0
43,22,114,338.4241200889943,1,0.8223065339502547,1,0,0,0,1,0,0
51,22,114,151.10074043900542,1,6.364588438192205,1,0,0,0,1,0,0
43,12,81,338.4241200889943,3,2.4930156695120522,2,0,0,0,1,0,0
43,26,81,36.92369889145156,3,0.8223065208216586,2,0,0,0,1,1,0
54,17,114,338.4241200889943,1,0.8223065208188353,1,0,0,0,0,0,0
43,12,81,338.4241200889943,1,2.493015665352441,1,0,0,0,0,0,0
43,22,81,338.4241200889943,1,0.8223065208188625,1,0,0,0,0,0,0
30,12,81,338.4241200889943,1,2.493015665352419,1,0,0,0,0,0,0
43,12,81,36.92369889145156,1,0.2977110747967027,2,283,0,1,1,1,0
39,12,45,338.4241200889943,3,2.4930156653791835,2,0,0,0,0,0,0
43,17,81,36.92369889145156,1,2.493015665352419,1,0,0,0,0,0,0
43,12,81,297.91853049517374,3,0.2977110758715193,2,0,0,0,1,1,0
54,36,81,297.91853049517374,1,2.4930156695505983,3,0,0,0,0,0,0
43,22,114,417.13865888278247,1,1.6724294591020816,3,372,0,0,1,0,0
43,26,45,297.91853049517374,3,0.8223065208188542,2,0,1,0,1,0,0
43,12,81,338.4241200889943,1,2.493015665352419,1,0,1,0,0,0,0
30,12,45,338.4241200889943,4,2.4930156653524382,3,0,0,0,1,0,0
43,26,81,36.92369889145156,2,0.822306520822495,2,0,1,1,1,1,0
43,12,114,338.4241200889943,3,2.4930156664101784,2,198,0,0,1,1,0
30,17,45,297.91853049517374,1,1.6724294379772728,3,0,0,0,1,0,0
39,12,81,297.91853049517374,3,2.4930156663885152,3,0,0,1,1,1,0
39,22,81,338.4241200889943,3,0.8223065208613051,3,0,1,0,1,0,0
30,12,81,36.92369889145156,3,2.493015665948079,3,0,0,1,1,1,0
43,17,81,36.92369889145156,2,0.8223065208191945,2,0,1,0,1,0,0
51,17,81,338.4241200889943,3,0.8223065208189165,2,0,1,0,1,0,0
43,12,167,297.91853049517374,1,6.364588438198996,1,0,1,0,1,0,0
43,17,81,338.4241200889943,3,0.8223065208188867,2,0,1,0,0,0,0
39,12,45,338.4241200889943,3,1.6724294379776012,1,0,0,0,1,0,0
43,12,81,297.91853049517374,3,0.8223065324529819,2,0,0,0,1,0,0
51,36,45,297.91853049517374,4,0.8223065210526553,3,197,0,0,0,1,0
39,12,26,297.91853049517374,1,0.8223065208194118,1,197,0,0,1,1,0
30,12,81,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
39,12,81,338.4241200889943,1,2.493015665352419,1,0,0,0,0,0,0
39,12,45,297.91853049517374,1,1.672429437977272,1,0,0,0,0,0,0
30,12,45,297.91853049517374,3,1.6724294379772724,3,0,0,0,0,0,0
43,12,81,36.92369889145156,3,0.8223065294343425,2,0,0,0,1,0,0
54,22,81,338.4241200889943,1,0.8223065282149786,3,0,0,0,0,0,0
43,12,114,297.91853049517374,1,6.364588438240668,1,0,0,0,1,0,1
30,12,81,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
43,25,45,151.10074043900542,1,2.4930156653726137,3,0,0,1,1,1,0
30,12,45,338.4241200889943,3,1.6724294379773117,3,0,0,0,1,0,0
43,17,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,0,0
30,12,45,338.4241200889943,4,1.6724294379774558,1,0,0,0,1,1,0
54,22,114,338.4241200889943,1,3.608242285811284,1,149,1,0,0,0,0
39,12,45,297.91853049517374,1,0.822306520818833,1,0,0,0,0,0,0
54,26,114,36.92369889145156,3,6.36458862455125,3,200,0,0,0,0,1
54,26,167,36.92369889145156,3,6.364588574033749,3,200,0,0,0,0,1
39,22,45,297.91853049517374,2,0.8223065230765744,2,0,1,0,1,0,0
51,26,45,151.10074043900542,1,0.8223065208607534,1,197,0,0,0,1,0
43,12,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,0,0
39,5,26,297.91853049517374,3,0.8223065446924689,2,0,0,0,1,0,0
39,17,45,151.10074043900542,1,2.4930156653622646,1,0,1,1,1,1,0
30,17,81,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
54,26,81,338.4241200889943,1,3.608242286278849,3,0,0,0,0,0,0
30,12,45,338.4241200889943,4,2.4930156653524556,3,0,0,0,1,0,0
43,22,114,36.92369889145156,1,6.364588438189673,1,283,0,0,0,0,0
51,26,114,151.10074043900542,1,3.6082422857784486,1,0,0,0,0,0,0
39,17,81,338.4241200889943,1,0.8223065208211285,1,0,0,0,0,0,0
30,17,45,297.91853049517374,1,1.6724294379772773,1,0,0,0,1,1,0
30,17,45,297.91853049517374,3,1.6724294379772897,3,0,0,0,1,0,0
51,26,45,151.10074043900542,1,0.8223065208205419,1,197,0,0,0,1,0
54,26,114,36.92369889145156,3,3.60828827726609,3,229,0,0,1,0,1
43,12,81,36.92369889145156,3,0.8223065313499593,2,0,0,1,1,1,0
43,12,81,338.4241200889943,3,0.8223065208218475,3,0,0,0,0,0,0
43,24,81,151.10074043900542,3,2.4930156654426736,2,283,0,1,1,1,0
39,22,45,338.4241200889943,3,0.8223065208189753,3,0,0,0,0,0,0
43,12,81,338.4241200889943,3,2.493015668188664,2,0,0,0,1,0,0
51,26,45,36.92369889145156,3,0.8223065208190037,2,0,1,0,1,1,0
43,22,81,338.4241200889943,3,0.8223065208227733,2,0,1,0,0,0,0
39,12,81,297.91853049517374,1,0.29771107479556636,1,0,0,0,1,0,0
39,17,81,338.4241200889943,3,0.8223065208188407,2,0,1,0,0,0,0
30,5,45,297.91853049517374,1,0.822306520818835,3,0,0,0,1,1,0
39,12,81,338.4241200889943,4,2.493015665353434,3,0,0,0,1,0,0
43,22,167,36.92369889145156,1,3.6082422857783967,1,283,0,0,0,0,0
39,12,45,338.4241200889943,1,1.6724294379772717,1,0,0,0,0,0,0
39,22,45,338.4241200889943,1,2.493015665364968,1,0,0,0,0,0,0
43,43,45,36.92369889145156,3,0.8223065208191519,2,0,0,1,1,1,0
30,5,45,338.4241200889943,4,1.6724294379772784,3,0,0,0,1,0,0
39,12,81,297.91853049517374,4,2.4930156653524307,1,0,0,0,1,1,0
51,22,45,297.91853049517374,1,1.6724294379774884,1,197,0,0,0,0,0
43,22,81,338.4241200889943,3,3.6082423088060556,2,0,0,0,1,0,0
43,12,81,338.4241200889943,1,0.2977110747955879,1,0,0,0,1,0,0
54,26,167,36.92369889145156,3,6.364588568507854,3,200,0,0,0,0,1
43,12,81,338.4241200889943,3,0.29771107630069993,2,0,0,0,1,0,0
39,17,45,36.92369889145156,1,2.493015665352419,1,0,0,0,0,0,0
51,22,81,338.4241200889943,3,0.8223065208258175,2,0,1,0,0,0,0
30,12,81,36.92369889145156,3,2.493015665352427,3,0,0,0,0,0,0
30,12,45,297.91853049517374,3,1.6724294379772804,3,0,0,0,0,0,0
43,12,114,338.4241200889943,1,0.8223065208188338,1,0,0,0,0,0,0
51,26,45,36.92369889145156,3,0.8223065208195246,2,0,0,0,1,1,0
43,22,167,297.91853049517374,1,6.364588438197816,1,0,0,0,1,0,0
30,12,45,338.4241200889943,4,2.493015665352459,3,0,0,0,1,1,0
39,22,45,338.4241200889943,3,0.8223065208504697,3,0,1,0,0,0,0
54,26,81,338.4241200889943,1,3.608242286618875,3,0,0,0,0,0,0
43,22,45,151.10074043900542,1,0.8223065223462147,1,197,0,0,1,1,0
51,22,167,36.92369889145156,3,6.364588438233072,1,0,0,0,1,0,1
30,5,45,297.91853049517374,4,1.6724294379772755,3,0,0,0,1,0,0
43,12,81,36.92369889145156,3,0.822306521538242,2,0,0,1,1,1,0
43,22,81,338.4241200889943,1,0.8223068985898295,1,0,1,0,1,0,0
30,12,45,338.4241200889943,1,0.822306520818833,1,0,0,0,0,0,0
43,12,45,151.10074043900542,1,0.8223065212795605,1,197,0,1,1,1,0
39,12,81,297.91853049517374,3,2.4930156670706816,2,0,0,0,1,0,0
39,22,45,151.10074043900542,3,0.8223065208428806,3,0,0,0,1,0,0
30,17,45,297.91853049517374,3,1.6724294379772788,3,0,0,0,1,0,0
43,12,81,297.91853049517374,3,0.8223065209895288,2,0,0,0,1,0,0
43,22,114,338.4241200889943,3,0.2977110748983467,2,197,0,0,1,1,0
54,22,114,297.91853049517374,1,3.6082422857836844,1,0,1,0,0,0,0
43,22,81,338.4241200889943,1,2.4930156653532607,1,0,0,0,0,0,0
43,12,81,338.4241200889943,3,2.493015665416485,2,0,0,0,1,1,0
30,17,45,297.91853049517374,4,1.6724294379773175,3,0,0,0,1,1,0
30,17,45,297.91853049517374,4,1.6724294379772906,3,0,0,0,1,0,0
30,12,45,338.4241200889943,3,1.6724294379773421,3,0,0,0,1,0,0
39,5,45,297.91853049517374,3,0.8223065211743521,3,0,0,0,1,0,0
39,12,114,297.91853049517374,1,2.493015665370987,3,0,1,1,1,1,0
51,17,45,297.91853049517374,3,0.8223065208193605,2,0,1,0,1,0,0
43,22,81,36.92369889145156,3,0.8223065209806688,2,0,0,1,1,1,0
39,17,45,297.91853049517374,1,1.672429437977307,1,0,0,0,1,1,0
43,22,114,417.13865888278247,1,3.608242289389254,3,289,0,0,1,0,1
43,22,81,417.13865888278247,1,0.8223065208667295,2,0,1,0,1,0,0
43,12,114,297.91853049517374,4,2.493015665610352,1,0,1,1,1,1,0
43,26,81,151.10074043900542,4,2.49301566535256,1,0,0,1,0,1,0
39,12,45,338.4241200889943,4,0.2977110747965171,1,0,0,0,1,0,0
43,12,114,338.4241200889943,3,2.4930156670828145,2,0,0,0,1,1,0
51,36,81,151.10074043900542,1,2.493015665353652,1,0,1,0,0,1,0
39,22,45,338.4241200889943,2,2.493015665367374,3,0,0,0,0,0,0
51,26,45,36.92369889145156,3,0.8223065208188884,2,0,1,0,1,1,0
54,26,167,36.92369889145156,3,6.364588634755877,3,199,0,0,0,0,1
43,22,81,417.13865888278247,3,0.8223065226012563,2,0,0,0,1,0,0
39,12,81,338.4241200889943,1,2.4930156653524205,3,0,0,0,0,0,0
43,12,114,297.91853049517374,1,2.493015665353748,1,0,1,0,1,0,0
43,26,81,36.92369889145156,1,2.493015665352419,1,0,0,0,0,0,0
54,26,114,297.91853049517374,1,3.608242325628519,3,289,0,0,0,0,1
43,22,114,338.4241200889943,3,3.608242321387844,2,197,0,0,1,1,1
30,5,45,297.91853049517374,1,0.8223065208188344,3,0,0,0,1,1,0
54,22,114,297.91853049517374,1,6.3645884382042315,1,0,0,0,0,0,1
51,5,45,297.91853049517374,3,0.8223065210101663,2,0,0,0,1,0,0
30,12,81,297.91853049517374,1,2.4930156653524205,1,0,0,0,1,1,0
30,5,45,297.91853049517374,2,0.8223065208189037,3,0,0,0,0,0,0
39,22,45,297.91853049517374,3,0.8223065354855219,2,0,0,0,1,0,0
39,12,45,338.4241200889943,2,0.8223065208189259,3,0,1,0,0,0,0
51,22,81,338.4241200889943,1,2.493015666364294,3,0,0,0,0,0,0
30,17,45,297.91853049517374,3,1.6724294379772835,3,0,0,0,1,0,0
51,26,81,338.4241200889943,3,3.60824229034936,2,0,0,0,0,0,0
43,12,81,36.92369889145156,3,0.8223065210452971,2,0,0,1,1,1,0
39,12,81,297.91853049517374,4,0.29771107479556563,1,0,0,0,1,1,0
30,5,26,297.91853049517374,3,0.8223065208188333,3,0,0,0,0,0,0
51,26,45,36.92369889145156,3,0.8223065208189588,2,0,0,0,1,0,0
39,17,45,297.91853049517374,1,1.672429437977272,1,0,0,0,0,1,0
43,17,114,128.06346893689252,1,3.6082422857785987,3,0,0,0,0,1,1
39,22,45,297.91853049517374,2,0.8223065210065977,2,0,1,0,0,0,0
30,17,26,297.91853049517374,3,0.8223065208188358,3,0,0,0,1,1,0
43,22,81,338.4241200889943,1,0.8223065833491863,3,0,1,0,1,0,0
43,12,81,338.4241200889943,3,0.8223065208217527,3,0,0,0,0,0,0
43,12,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,0,0
39,12,45,338.4241200889943,3,0.8223065208188383,3,0,0,0,0,0,0
51,22,45,297.91853049517374,3,0.8223065209135177,2,0,0,0,1,0,0
54,22,167,297.91853049517374,1,3.608242285778446,1,0,0,0,0,0,0
39,22,45,338.4241200889943,1,0.8223065208188338,3,0,0,0,0,0,0
54,26,45,151.10074043900542,1,2.493015665352419,3,0,0,0,0,1,0
43,22,81,338.4241200889943,1,3.6082422892201964,3,283,1,0,1,0,0
39,12,45,338.4241200889943,1,0.8223065208188332,3,0,0,0,0,0,0
43,26,114,417.13865888278247,3,3.608242297527666,3,151,0,0,1,0,1
51,26,45,297.91853049517374,1,0.8223065248722898,3,0,0,0,1,0,0
43,22,114,36.92369889145156,1,6.364588443240374,1,0,0,0,1,0,1
43,22,167,297.91853049517374,1,6.364588438190536,1,0,0,0,0,0,0
39,12,45,297.91853049517374,3,0.8223065212436914,2,283,0,0,1,1,0
39,12,45,297.91853049517374,1,0.8223065208188405,1,0,0,0,1,1,0
43,12,81,151.10074043900542,4,2.4930156653668996,1,0,1,1,1,1,0
54,36,45,297.91853049517374,4,2.493015665601726,3,0,0,0,0,1,0
43,12,81,338.4241200889943,3,2.4930156674513917,2,0,0,0,1,0,0
30,5,45,338.4241200889943,4,1.6724294379772764,3,0,0,0,1,0,0
43,27,81,297.91853049517374,3,2.4930156790007256,3,283,0,1,1,1,0
39,12,81,338.4241200889943,4,0.29771107479568304,1,0,0,0,1,0,0
54,26,114,36.92369889145156,3,3.6082431301052122,3,288,0,0,0,0,1
43,12,114,338.4241200889943,1,1.6724294379778477,1,0,0,0,1,0,0
39,12,81,297.91853049517374,4,2.493015665352429,1,0,0,0,1,1,0
39,17,45,297.91853049517374,1,1.6724294379772717,1,0,0,0,0,0,0
39,24,45,151.10074043900542,1,0.8223065216226956,3,0,0,1,1,1,0
43,22,81,338.4241200889943,3,0.8223065214257315,3,0,1,0,0,0,0
43,22,81,417.13865888278247,3,3.6082422907846863,2,0,1,0,1,0,0
43,12,114,36.92369889145156,1,6.3645884382597355,1,0,0,0,1,0,1
30,17,45,297.91853049517374,1,1.672429437977272,3,0,0,0,1,0,0
43,12,114,338.4241200889943,1,0.8223065208188338,1,283,0,0,1,0,0
43,12,81,338.4241200889943,1,0.8223065208194924,1,0,0,0,0,0,0
43,12,114,297.91853049517374,1,2.493015665353717,1,0,0,0,1,1,0
43,28,81,151.10074043900542,3,2.4930156653569506,2,0,0,1,1,1,0
30,5,26,297.91853049517374,1,1.6724294379772717,3,0,0,0,0,0,0
54,26,114,36.92369889145156,3,3.6082424384174736,3,200,0,0,0,0,1
54,36,114,297.91853049517374,1,3.6082422895616184,3,283,0,0,0,0,0
54,31,81,297.91853049517374,3,2.4930157199237293,1,0,0,0,0,0,0
43,12,114,297.91853049517374,4,0.2977110747956415,1,0,0,0,1,1,0
43,22,81,338.4241200889943,3,0.8223065297049121,3,0,1,0,1,0,0
43,17,167,151.10074043900542,3,6.3645884381911815,1,0,0,0,0,1,1
51,26,81,297.91853049517374,1,2.493015665352429,1,0,0,0,0,1,0
43,12,81,297.91853049517374,3,3.6082422919939283,2,0,0,0,1,1,0
43,17,45,297.91853049517374,3,0.8223065208279234,2,0,1,0,1,0,0
54,26,81,297.91853049517374,1,3.608242287471876,3,283,0,0,0,0,0
51,26,45,36.92369889145156,3,0.8223065208188655,2,0,1,0,1,0,0
43,22,81,36.92369889145156,1,2.493015665352419,1,0,0,0,0,0,0
54,22,114,297.91853049517374,1,3.6082422862263024,3,0,0,0,0,0,0
30,12,81,297.91853049517374,1,1.672429437977272,1,0,0,0,0,1,0
43,12,114,151.10074043900542,1,2.4930156653593896,3,0,0,1,1,1,1
43,12,81,338.4241200889943,3,0.822306521654305,2,0,0,0,1,0,0
43,12,81,36.92369889145156,3,0.8223065209682574,2,0,0,0,1,0,0
43,12,81,36.92369889145156,3,2.493015671878467,2,0,0,1,1,1,0
51,17,81,338.4241200889943,3,0.8223065208190274,2,0,1,0,0,0,0
39,12,45,338.4241200889943,4,2.4930156653537368,3,0,0,0,1,0,0
43,26,114,151.10074043900542,1,2.4930156653524675,1,0,0,0,0,1,0
43,12,81,338.4241200889943,3,2.493015667371944,2,0,0,0,1,0,0
51,22,81,338.4241200889943,3,0.8223065208245356,2,0,1,0,0,0,0
43,22,45,338.4241200889943,3,0.8223065258088177,3,0,1,0,1,0,0
30,22,45,338.4241200889943,3,0.8223065208190384,3,0,0,0,0,0,0
54,26,167,36.923698891451565,3,6.364588538310107,3,199,0,0,0,0,1
43,22,114,417.13865888278247,1,1.6724294437464844,3,290,0,0,1,0,1
39,22,45,297.91853049517374,3,0.8223065210022048,2,0,0,0,1,0,0
43,22,167,297.91853049517374,1,6.364588438189674,1,0,0,0,0,0,0
43,12,81,338.4241200889943,3,2.493015665851814,2,0,0,0,1,0,0
51,26,81,151.10074043900542,1,2.493015665352432,1,0,0,0,0,0,0
43,12,114,36.92369889145156,1,6.364588438621655,1,283,0,0,1,0,0
30,12,45,297.91853049517374,4,1.6724294379773241,3,0,0,0,1,0,0
43,12,81,297.91853049517374,1,2.493015665352419,1,0,0,0,0,1,0
43,18,45,151.10074043900542,3,0.8223065208190579,2,0,1,1,1,1,0
30,17,45,297.91853049517374,1,1.672429437977272,3,0,0,0,1,0,0
30,17,45,297.91853049517374,1,1.6724294379772726,1,0,0,0,0,1,0
54,26,114,36.92369889145156,3,6.36458854754767,3,200,0,0,0,0,1
39,22,45,338.4241200889943,1,1.672429437981817,1,0,0,0,0,0,0
43,12,81,338.4241200889943,3,0.8223065208213952,3,0,0,0,0,0,0
43,12,114,128.06346893689252,4,2.493015665354148,3,0,0,1,1,1,0
39,22,45,297.91853049517374,1,1.6724294379967672,1,0,0,0,0,0,0
43,26,81,128.06346893689252,1,2.4930156653524222,3,0,0,1,1,1,0
51,17,45,297.91853049517374,3,0.8223065208222685,2,0,0,0,1,0,0
61,36,45,297.91853049517374,1,1.6724294520025103,3,283,0,0,0,0,0
30,12,45,297.91853049517374,1,1.6724294379775195,3,0,0,0,1,0,0
39,22,45,297.91853049517374,1,1.6724294379772717,1,0,0,0,0,0,0
39,12,45,297.91853049517374,1,1.6724294379772717,1,0,0,0,0,0,0
43,22,167,36.92369889145156,1,3.6082422857783967,1,283,0,0,0,0,0
43,22,45,297.91853049517374,3,0.8223065208480362,2,0,0,1,1,1,0
39,22,45,297.91853049517374,3,0.8223065208285798,2,0,0,0,1,1,0
